"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"12174","1255","3","152","","","","","","","",""
"12174","78","16","147.6","","","","","","","",""
"12174","E05","20","55.6","","","","","","","",""
"12174","EH1","18","69","","","","","","","",""
"0","1204","1","152","","","","","","","",""
"0","1206","1","152","","","","","","","",""
"0","1220","1","152","","","","","","","",""
"0","1224","1","152","","","","","","","",""
"0","1254","1","152","","","","","","","",""
"0","651","12","119.8","","","","","","","",""
"0","654","6","119.8","","","","","","","",""
"0","656","12","119.8","","","","","","","",""
"0","660","12","119.8","","","","","","","",""
"0","675","12","119.8","","","","","","","",""
"0","1900","18","70","","","","","","","",""
"0","3000","12","73","","","","","","","",""
"0","ENV","50","17.9","","","","","","","",""
"12175","1204","1","152","","","","","","","",""
"12175","1206","1","152","","","","","","","",""
"12175","1220","1","152","","","","","","","",""
"12175","1224","1","152","","","","","","","",""
"12175","1254","1","152","","","","","","","",""
"12175","1900","18","70","","","","","","","",""
"12175","3000","12","73","","","","","","","",""
"12175","651","12","119.8","","","","","","","",""
"12175","654","6","119.8","","","","","","","",""
"12175","656","12","119.8","","","","","","","",""
"12175","660","12","119.8","","","","","","","",""
"12175","675","12","119.8","","","","","","","",""
"12175","ENV","50","17.9","","","","","","","",""
"0","675","12","119.8","","","","","","","",""
"0","654","12","119.8","","","","","","","",""
"12176","654","12","119.8","","","","","","","",""
"12176","675","12","119.8","","","","","","","",""
"0","2003","1","1542.75","","","","","","","",""
"12177","2003","1","1542.75","","","","","","","",""
"0","650","1","101.83","","","","","","","",""
"0","653","3","101.83","","","","","","","",""
"0","654","6","101.83","","","","","","","",""
"0","659","6","101.83","","","","","","","",""
"0","666","1","101.83","","","","","","","",""
"0","671","1","101.83","","","","","","","",""
"0","673","1","101.83","","","","","","","",""
"0","78","11","125.46","","","","","","","",""
"0","E06","15","47.26","","","","","","","",""
"0","1210","11","129.2","","","","","","","",""
"0","2003","6","308.55","","","","","","","",""
"0","2050","1","825","","","","","","","",""
"12178","1210","11","129.2","","","","","","","",""
"12178","2003","6","308.55","","","","","","","",""
"12178","2050","1","825","","","","","","","",""
"12178","650","1","101.83","","","","","","","",""
"12178","653","3","101.83","","","","","","","",""
"12178","654","6","101.83","","","","","","","",""
"12178","659","6","101.83","","","","","","","",""
"12178","666","1","101.83","","","","","","","",""
"12178","671","1","101.83","","","","","","","",""
"12178","673","1","101.83","","","","","","","",""
"12178","78","11","125.46","","","","","","","",""
"12178","E06","15","47.26","","","","","","","",""
"0","2052","1","825","","","","","","","",""
"0","2003","4","308.55","","","","","","","",""
"0","2004","4","308.55","","","","","","","",""
"0","2050","1","1649.68","","","","","","","",""
"0","78","6","125.46","","","","","","","",""
"0","1200","12","129.2","","","","","","","",""
"0","650","2","101.83","","","","","","","",""
"0","651","2","101.83","","","","","","","",""
"0","653","3","101.83","","","","","","","",""
"0","669","3","101.83","","","","","","","",""
"0","E06","15","47.26","","","","","","","",""
"12179","1200","12","129.2","","","","","","","",""
"12179","2003","4","308.55","","","","","","","",""
"12179","2004","4","308.55","","","","","","","",""
"12179","2050","1","1649.68","","","","","","","",""
"12179","650","2","101.83","","","","","","","",""
"12179","651","2","101.83","","","","","","","",""
"12179","653","3","101.83","","","","","","","",""
"12179","669","3","101.83","","","","","","","",""
"12179","78","6","125.46","","","","","","","",""
"12179","E06","15","47.26","","","","","","","",""
"0","083","1","205","","","","","","","",""
"0","0114","1","205","","","","","","","",""
"0","68","1","147.6","","","","","","","",""
"0","69","2","147.6","","","","","","","",""
"0","70","2","147.6","","","","","","","",""
"0","71","3","147.6","","","","","","","",""
"0","72","1","147.6","","","","","","","",""
"0","74","2","147.6","","","","","","","",""
"0","75","1","147.6","","","","","","","",""
"0","79","2","147.6","","","","","","","",""
"0","82","2","147.6","","","","","","","",""
"0","104","3","147.6","","","","","","","",""
"0","110","2","147.6","","","","","","","",""
"0","111","2","147.6","","","","","","","",""
"0","114","3","147.6","","","","","","","",""
"0","115","2","147.6","","","","","","","",""
"0","116","3","147.6","","","","","","","",""
"0","117","2","147.6","","","","","","","",""
"0","118","3","147.6","","","","","","","",""
"0","122","1","147.6","","","","","","","",""
"0","123","3","147.6","","","","","","","",""
"0","125","2","147.6","","","","","","","",""
"0","126","2","147.6","","","","","","","",""
"0","191","1","147.6","","","","","","","",""
"0","194","1","147.6","","","","","","","",""
"0","196","2","147.6","","","","","","","",""
"0","198","2","147.6","","","","","","","",""
"0","E06","3","55.6","","","","","","","",""
"0","1201","1","152","","","","","","","",""
"0","1206","3","152","","","","","","","",""
"0","1208","1","152","","","","","","","",""
"0","1210","2","152","","","","","","","",""
"0","1213","2","152","","","","","","","",""
"0","1215","1","152","","","","","","","",""
"0","1216","2","152","","","","","","","",""
"0","1218","1","152","","","","","","","",""
"0","1221","3","152","","","","","","","",""
"0","1222","3","152","","","","","","","",""
"0","1224","3","152","","","","","","","",""
"0","1252","3","152","","","","","","","",""
"0","1253","3","152","","","","","","","",""
"0","1254","1","152","","","","","","","",""
"0","651","1","119.8","","","","","","","",""
"0","655","1","119.8","","","","","","","",""
"0","656","3","119.8","","","","","","","",""
"0","662","1","119.8","","","","","","","",""
"0","666","1","119.8","","","","","","","",""
"0","669","1","119.8","","","","","","","",""
"0","670","1","119.8","","","","","","","",""
"0","673","3","119.8","","","","","","","",""
"0","674","2","119.8","","","","","","","",""
"0","675","3","119.8","","","","","","","",""
"0","J02","18","80","","","","","","","",""
"12180","0114","1","205","","","","","","","",""
"12180","083","1","205","","","","","","","",""
"12180","104","3","147.6","","","","","","","",""
"12180","110","2","147.6","","","","","","","",""
"12180","111","2","147.6","","","","","","","",""
"12180","114","3","147.6","","","","","","","",""
"12180","115","2","147.6","","","","","","","",""
"12180","116","3","147.6","","","","","","","",""
"12180","117","2","147.6","","","","","","","",""
"12180","118","3","147.6","","","","","","","",""
"12180","1201","1","152","","","","","","","",""
"12180","1206","3","152","","","","","","","",""
"12180","1208","1","152","","","","","","","",""
"12180","1210","2","152","","","","","","","",""
"12180","1213","2","152","","","","","","","",""
"12180","1215","1","152","","","","","","","",""
"12180","1216","2","152","","","","","","","",""
"12180","1218","1","152","","","","","","","",""
"12180","122","1","147.6","","","","","","","",""
"12180","1221","3","152","","","","","","","",""
"12180","1222","3","152","","","","","","","",""
"12180","1224","3","152","","","","","","","",""
"12180","123","3","147.6","","","","","","","",""
"12180","125","2","147.6","","","","","","","",""
"12180","1252","3","152","","","","","","","",""
"12180","1253","3","152","","","","","","","",""
"12180","1254","1","152","","","","","","","",""
"12180","126","2","147.6","","","","","","","",""
"12180","191","1","147.6","","","","","","","",""
"12180","194","1","147.6","","","","","","","",""
"12180","196","2","147.6","","","","","","","",""
"12180","198","2","147.6","","","","","","","",""
"12180","651","1","119.8","","","","","","","",""
"12180","655","1","119.8","","","","","","","",""
"12180","656","3","119.8","","","","","","","",""
"12180","662","1","119.8","","","","","","","",""
"12180","666","1","119.8","","","","","","","",""
"12180","669","1","119.8","","","","","","","",""
"12180","670","1","119.8","","","","","","","",""
"12180","673","3","119.8","","","","","","","",""
"12180","674","2","119.8","","","","","","","",""
"12180","675","3","119.8","","","","","","","",""
"12180","68","1","147.6","","","","","","","",""
"12180","69","2","147.6","","","","","","","",""
"12180","70","2","147.6","","","","","","","",""
"12180","71","3","147.6","","","","","","","",""
"12180","72","1","147.6","","","","","","","",""
"12180","74","2","147.6","","","","","","","",""
"12180","75","1","147.6","","","","","","","",""
"12180","79","2","147.6","","","","","","","",""
"12180","82","2","147.6","","","","","","","",""
"12180","E06","3","55.6","","","","","","","",""
"12180","J02","18","80","","","","","","","",""
"0","04","6","343","","","","","","","",""
"0","05","12","343","","","","","","","",""
"0","07","6","343","","","","","","","",""
"0","08","6","343","","","","","","","",""
"0","10","6","343","","","","","","","",""
"0","16","6","343","","","","","","","",""
"0","029","8","343","","","","","","","",""
"0","43","6","343","","","","","","","",""
"0","40","6","343","","","","","","","",""
"0","47","6","343","","","","","","","",""
"12181","029","8","343","","","","","","","",""
"12181","04","6","343","","","","","","","",""
"12181","05","12","343","","","","","","","",""
"12181","07","6","343","","","","","","","",""
"12181","08","6","343","","","","","","","",""
"12181","10","6","343","","","","","","","",""
"12181","16","6","343","","","","","","","",""
"12181","40","6","343","","","","","","","",""
"12181","43","6","343","","","","","","","",""
"12181","47","6","343","","","","","","","",""
"0","080","3","205","","","","","","","",""
"0","081","3","205","","","","","","","",""
"0","083","3","205","","","","","","","",""
"0","099","3","205","","","","","","","",""
"0","0103","3","205","","","","","","","",""
"0","0110","3","205","","","","","","","",""
"0","401","3","205","","","","","","","",""
"0","410","3","205","","","","","","","",""
"0","403","3","205","","","","","","","",""
"0","407","3","205","","","","","","","",""
"0","413","3","205","","","","","","","",""
"0","422","3","205","","","","","","","",""
"0","72","36","116","","","","","","","",""
"0","1200","18","152","","","","","","","",""
"0","650","3","119.8","","","","","","","",""
"0","651","3","119.8","","","","","","","",""
"0","655","3","119.8","","","","","","","",""
"0","660","3","119.8","","","","","","","",""
"0","669","3","119.8","","","","","","","",""
"12182","0103","3","205","","","","","","","",""
"12182","0110","3","205","","","","","","","",""
"12182","080","3","205","","","","","","","",""
"12182","081","3","205","","","","","","","",""
"12182","083","3","205","","","","","","","",""
"12182","099","3","205","","","","","","","",""
"12182","1200","18","152","","","","","","","",""
"12182","401","3","205","","","","","","","",""
"12182","403","3","205","","","","","","","",""
"12182","407","3","205","","","","","","","",""
"12182","410","3","205","","","","","","","",""
"12182","413","3","205","","","","","","","",""
"12182","422","3","205","","","","","","","",""
"12182","650","3","119.8","","","","","","","",""
"12182","651","3","119.8","","","","","","","",""
"12182","655","3","119.8","","","","","","","",""
"12182","660","3","119.8","","","","","","","",""
"12182","669","3","119.8","","","","","","","",""
"12182","72","36","116","","","","","","","",""
"0","650","2","119.8","","","","","","","",""
"0","657","3","119.8","","","","","","","",""
"0","661","3","119.8","","","","","","","",""
"0","662","3","119.8","","","","","","","",""
"0","674","1","119.8","","","","","","","",""
"0","675","3","119.8","","","","","","","",""
"0","LL","2","48.8","","","","","","","",""
"12183","650","2","119.8","","","","","","","",""
